PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;PC11;PC12;exp
0.23955881143967236;3.682033407686421;1.2122485332521427;-0.7842002515974954;0.18691157940234432;1.877190541012807;2.245038012063641;-0.8641199118824817;-0.9222364089303275;1.2052345316185828;-0.4251665648182165;-0.6027116025739574;False
4.087142942249414;3.497550359473984;-1.5592616629369944;-2.2885267720009974;-2.837614054011328;-0.24407210793727127;1.7506215533100176;0.3578887528871304;0.757716946949796;1.3077178058349013;-0.44201354871434484;-0.04419914505119077;False
3.664373085456345;0.7360107309570558;-0.8209322274111505;-1.9135328651336705;0.45050910712612313;-0.8440517969444369;1.8133125407892694;-0.9392404284783803;-0.5788694346112878;0.6836168752301167;-0.44164398460353715;0.13514035044499012;True
7.74255710553323;2.6471603968818602;1.1114101976446182;-0.15407173497250365;-0.5431631490481195;-0.3976626057414708;-0.13756467251665433;2.296337538284414;-0.06334988276698461;0.20415707106797018;-0.1567498255774977;-0.7312573399195239;False
4.125125637733365;4.5634693038252045;-1.451764155697565;-2.576601355857126;-2.811956386196136;-1.6726208192489955;2.409684673473702;0.40400312793235105;0.17590270752832682;-0.2174966074284812;0.20508811399217824;0.3668221347429766;False
-0.37519108248324096;6.350662397354633;0.19545165317785615;-1.9478896305679227;-1.0749942787682312;0.9058182830998576;-0.08238665889995475;1.244076493845413;-0.10845175398166307;0.8496140086080821;0.3824832557478366;-0.23777333997177963;False
4.005043274772082;2.5264321164270833;-0.19335655673953747;-1.7682653492284892;-0.9379715240621701;-0.5641006679068398;0.7210065791411953;1.0097557648245612;1.7247648403510125;1.2919545911254664;1.4588142956869452;-0.3306400840845757;False
7.625456447829298;3.9106652526519143;3.1065561523193623;0.31375745386284226;1.0243044615559311;-0.8113947636975121;0.9716633500307298;-0.46884136651275354;0.5062716351153616;1.8597381924302088;0.528266827352881;-1.4559101983076905;False
2.7417165447188245;0.5127185385076064;-0.9513797703619997;-1.6476297183656512;0.5872512397488494;-0.31792545295436725;1.97928937381089;0.10835018547767475;0.7206091584411718;0.10520999778680429;0.8173964045227529;-0.6269157216855359;False
-0.7923072210232898;6.720231838339;-0.9763654886658386;-1.1842869325130336;0.523501293403993;-0.2660156308994007;-0.6769550494901102;0.11098636417814003;0.12802915957076222;1.4752587111161128;-0.0060062684125975485;-1.322137219821864;False
-0.7635972605344263;3.2177711719615796;-0.8943296559094919;-0.3469654881329165;-1.2321563495535626;1.9154664538133057;0.7779925156835258;0.5341165808930518;-0.647766102517301;1.1584868848962606;0.35276133714889674;-0.8519271797911006;False
3.672836494573719;1.5606534329293456;-0.1398131437270584;-2.744721751217983;-0.40804918600268236;0.2472931648424752;0.4042582734559547;-0.6857125448117675;1.4118676586499679;0.24876344272296008;-1.1574986741786115;-1.507243291604253;False
3.0125788431134173;4.71526852187803;0.8621017721752842;-3.875569558316442;-1.522321021236623;2.3671248778727865;0.5259150525835554;1.2049653513739462;-0.7963070877494857;2.0846565713643366;1.074336199770949;-1.135429192738477;False
