PC1;PC2;PC3;PC4;PC5;PC6;exp
4.808009734680334;2.0065869178773066;-0.17354517692916294;-2.0781303298980838;1.7668297471597287;1.892689191586571;True
3.5142263019414512;1.7180158558247296;0.39957659859180705;-4.047947520453666;0.26620962473167153;2.0566306584526917;True
3.213804962237411;9.201666514040639;1.8340207750938609;-4.119710037398877;0.19413508149083125;-0.43216050373875337;False
5.369068232371722;5.2836796397746895;-2.7748360611371607;-0.11506554192502769;-2.422774387021577;-0.4816648143276871;True
6.038489674812176;3.408478400904806;2.0255479839152164;-2.018993111527381;-0.878069956068618;-0.199438145955878;False
0.05013256922674355;0.6939642848641692;1.093455014549131;-0.7156029165978925;-0.5157200855827311;-0.2855007808883154;True
0.32274760038330996;3.5017586377559162;2.1135360597269104;-0.40478661413136896;-1.4599740565415054;2.1827954360531523;False
0.08928946659590353;5.132946209627329;0.7382864044003409;-1.2908993879143125;-2.7355145874984546;1.8291352350619268;True
5.748027011172389;6.049576185193185;-1.389322881688991;-0.31629936948381493;-0.07332071214099034;0.6682913057336248;False
0.024823677944552675;2.9825356562117658;1.7733848360887965;-1.3596746793026988;-2.4504606674581986;-0.2743543727838541;False
6.169063522197641;5.2320215078604155;0.8759578212328385;-1.388423503716209;-2.464992655891966;1.0331418247855186;False
7.637229858584638;4.879853941509504;1.2078523322409402;1.6507799870724882;-1.722047997385664;0.2549082840504687;True
5.879474653775654;4.708671942552364;1.0850149352818628;-1.3688485214521784;-0.7145353373365153;3.1402446935076624;False
7.191945493441586;3.527506124626905;1.8134268245506786;0.279559385169943;0.8060584069746413;0.2515431358950208;False
4.751770244588849;1.0583294379561483;-0.9396222870615025;-1.298546242571686;0.470656986831553;-0.0831394018219403;False
-0.4997187343484527;8.989139929253831;-0.6240403709895905;-2.160149138038643;2.5323515388804645;1.6675549765026645;False
3.2254750462756263;2.280052302899097;-0.8333301923464923;-2.673139943221587;-0.6388486656115494;3.5495308184196968;False
6.112785391651762;1.5732421314028309;0.6287597138373856;-0.35658228942969983;1.1098413556165956;-0.9583357220847571;False
